Sum of Invoice Nett Amount,
Supplier Name,Total
Veolia ES (UK) Ltd,"3868273.94"
Apollo Property Services Group Ld,"2724285.35"
Engage Lambeth Limited,"1474498.81"
Matrix SCM Ltd,"1319444.82"
Carillion Capital Projects Ltd,"1263450.22"
Morrison Facilities Services Ltd,"1240213.98"
Oco Ltd,"1188693.75"
Mears Limited,"1167618.77"
Lambeth Living Ltd,"1121933.00"
Tesco Stores Ltd,"991803.80"
Specialist Computer Centers Plc,"960580.05"
Cathedral (Clapham) Ltd,"916260.60"
Harrison Catering Services Ltd,"895589.52"
T Brown Group Ltd,"764980.87"
Capita Business Services Ltd,"757981.96"
EPS Maintenance,"698663.30"
Focus Education (Lambeth) Ltd,"574546.28"
Allied Healthcare (Uk) Ltd,"509307.01"
RM Education plc,"482024.58"
Quinn London Limited,"480150.00"
Frosts Landscape Construction ltd,"465882.30"
Lambeth Lighting Services,"463513.26"
Corona Gas,"455315.37"
F M Conway Ltd,"445438.54"
NSL Limited,"429830.87"
Denhan International,"387921.33"
MJF Security Ltd,"383881.48"
Pitney Bowes Management Services Ltd,"378495.64"
United Residents Housing,"377948.01"
Edf Energy Plc,"351547.11"
Cambian Care Services,"316034.55"
Breyer Group Plc,"312864.17"
Eversheds LLP,"285370.52"
Mulalley & Co Ltd,"280058.32"
Lambert Smith Hampton,"257222.58"
Windmill Care Centre,"250187.81"
Midos Estates Ltd,"248690.73"
Limetree Healthcare Ltd,"244603.11"
Interserve Technical Services Ltd,"235505.16"
Enara Limited,"231858.13"
SCC INTERNATIONAL LTD,"228913.22"
The Fostering Partnership,"226414.48"
Blakedown Landscapes (SE) Ltd,"211363.25"
ISG Jackson Limited,"208050.00"
Queens Oak Care Centre,"203348.98"
The Dulwich Care Centre,"198030.85"
Southside Partnership,"196041.62"
Prime Time Recruitment Ltd,"194295.70"
Virgin Media Business,"193465.15"
Turners Cleaning & Support Services Ltd,"192884.39"
Precision Lift Services Ltd,"189358.59"
Prime Estates Property Management,"188662.50"
Prospects Services Ltd,"187634.49"
Age Concern,"185670.40"
The Hesley Group Ltd,"183433.25"
Lengard Ltd,"178000.00"
Medequip Assistive Technology Ltd,"172171.79"
Pellings LLP,"166601.36"
Apex Lifts,"166442.36"
Northgate Information Solutions Uk Ltd,"163381.40"
City Suburban Tree Surgeons,"158262.30"
Norbury Property Services (London) Ltd,"157393.02"
Blackford Education (Exmoor) Ltd t/a Libra,"157014.00"
British Gas Business,"155093.73"
Dell Computer Corporation Ltd,"146320.83"
Royal Bank Of Scotland Plc,"142608.30"
Sunbeam Fostering Agency Ltd,"142525.54"
D Singh Properties Ltd TA DS Properties,"140041.81"
Thames Reach Bondway,"137736.53"
Devonshires Solicitors,"136338.10"
British Telecommunications Plc,"135255.67"
KWSH Ltd,"133773.11"
Choice Support,"130469.36"
Lambeth Mencap,"127478.90"
South Bank Employers Group,"125435.58"
Castle Care,"124395.25"
Kelly Executive,"123745.60"
CT Plus,"123322.28"
National Fostering Agency,"121695.37"
St Michaels Fellowship,"116601.50"
Sanctuary Care Ltd,"114832.60"
PricewaterhouseCoopers,"113276.83"
Whippersnappers,"111468.50"
Cmg Homes Ltd,"109840.19"
Compass,"108750.00"
Cambian Autism Services Ltd,"108439.94"
Caretech Community Services Ltd,"107288.89"
Greenwich Leisure Limited,"107213.33"
Holmdene Housing Ltd,"107081.29"
Newham House Supporting People Ltd,"106286.45"
Lancedrum Ltd,"105812.97"
Solor Care Group Ltd,"104636.87"
L'Arche Lambeth Community,"104002.36"
Ensigna Construction Ltd,"101604.00"
Hunter & Partners,"99755.37"
Sense,"99182.68"
Beach Communications Ltd,"97910.18"
South Bank Centre London,"97087.65"
Action For Children Services Ltd.,"93500.90"
BUPA Care Homes,"93104.23"
Northgate Public Services,"90545.95"
Transition Town Brixton,"90000.00"
Cranfield Investments Ltd,"89098.40"
Alphatrack Systems Ltd,"89018.20"
Cartel Security Systems Plc,"87483.71"
Astra Homes Ltd,"87310.08"
ITC Concepts Limited,"86769.63"
Anthony Gold Lerman & Muirhead,"86620.28"
Europa Nationwide Technical Services Ltd,"84682.75"
Direct Care Ltd,"83464.80"
W G Wigginton Ltd,"83400.50"
The Rathbone Centre,"82345.26"
Frankham Consultancy Group Ltd,"80428.45"
Sprunt Ltd,"78931.71"
Catch22,"76997.08"
F S Properties,"73867.86"
St Mungo Association,"73312.80"
One Step At A Time,"72877.75"
OCS Group UK Limited t/a Cannon,"72042.52"
Sherico Care Homes Ltd,"71900.77"
Gold Knight Trading Ltd,"71692.38"
ISS Eaton,"70729.12"
Kindercare Fostering Ltd,"70346.31"
Emo Oil Ltd,"69707.86"
Galaxy Lettings Ltd,"69222.00"
One Housing Group,"68817.43"
Hytyme Ltd,"67874.00"
Baily Garner,"67263.28"
Consensus - Grove Care Partnership,"66555.48"
Richmond Management (Northern) Ltd,"66250.00"
Lambeth Academy,"65940.02"
Four Seasons Health Care Ltd,"65576.21"
Atkins Ltd,"64733.37"
Holistic Community Care Ltd,"63828.69"
Forest Gate Construction Co Ltd,"63681.30"
Care Unlimited,"62877.33"
Greater London Fostering,"62777.37"
Orchard Hill College,"59064.84"
A*Transport Ltd.,"58591.75"
BHHI,"57089.22"
The Frances Taylor Foundation,"56982.93"
Springfield Road Ltd,"56642.16"
Look Ahead Housing & Care Ltd,"54003.41"
Seytos Residential,"53996.45"
Sternberg Reed Taylor & Gill Sols,"53666.40"
Willmott Dixon Ltd,"53467.41"
Alltask Ltd,"52652.43"
Carewatch (Lambeth),"52094.62"
Blizz Hotels,"51698.05"
